"","month","avg_mortgage_rate","avg_home_price","assumed_monthly_rent","monthly_mortgage_payment","monthly_fixed_expense","monthly_cost_of_owning","ownership_vs_renting_difference","ownership_vs_renting_status"
"228",Dec 2005,6.272,180106,1200.70666666667,1000.36974206642,255.150166666667,1255.51990873309,-54.8132420664226,"Rent"
"229",Jan 2006,6.16,180827,1205.51333333333,992.537985698088,256.171583333333,1248.70956903142,-43.196235698088,"Rent"
"230",Feb 2006,6.226,181499,1209.99333333333,1003.22014721968,257.123583333333,1260.34373055301,-50.3503972196788,"Rent"
"231",Mar 2006,6.31333333333333,182749,1218.32666666667,1019.47985617834,258.894416666667,1278.37427284501,-60.0476061783399,"Rent"
"232",Apr 2006,6.476,183648,1224.32,1042.09485522085,260.168,1302.26285522085,-77.9428552208485,"Rent"
"233",May 2006,6.594,184380,1229.2,1059.14566943949,261.205,1320.35066943949,-91.1506694394882,"Rent"
"234",Jun 2006,6.682,184547,1230.31333333333,1069.77467691096,261.441583333333,1331.21626024429,-100.902926910959,"Rent"
"235",Jul 2006,6.766,184607,1230.71333333333,1079.38939062412,261.526583333333,1340.91597395745,-110.202640624116,"Rent"
"236",Aug 2006,6.55666666666667,184404,1229.36,1055.19541689379,261.239,1316.43441689379,-87.0744168937877,"Rent"
"237",Sep 2006,6.41,184197,1227.98,1038.0325028972,260.94575,1298.9782528972,-70.9982528972041,"Rent"
"238",Oct 2006,6.348,184053,1227.02,1030.50270463602,260.74175,1291.24445463602,-64.2244546360175,"Rent"
"239",Nov 2006,6.26666666666667,183630,1224.2,1019.36946763524,260.1425,1279.51196763524,-55.3119676352405,"Rent"
"240",Dec 2006,6.136,183228,1221.52,1003.15471422191,259.573,1262.72771422191,-41.2077142219064,"Rent"
"241",Jan 2007,6.21,182718,1218.12,1008.24930327982,258.8505,1267.09980327982,-48.9798032798228,"Rent"
"242",Feb 2007,6.285,182470,1216.46666666667,1014.89048990522,258.499166666667,1273.38965657189,-56.9229899052211,"Rent"
"243",Mar 2007,6.156,182193,1214.62,999.611002005165,258.10675,1257.71775200517,-43.0977520051654,"Rent"
"244",Apr 2007,6.176,182131,1214.20666666667,1001.39487242166,258.018916666667,1259.41378908833,-45.2071224216647,"Rent"
"245",May 2007,6.245,181884,1212.56,1007.36970206904,257.669,1265.03870206905,-52.4787020690449,"Rent"
"246",Jun 2007,6.61,181540,1210.26666666667,1044.55849745632,257.181666666667,1301.74016412299,-91.4734974563191,"Rent"
"247",Jul 2007,6.69,180993,1206.62,1050.03688963245,256.40675,1306.44363963245,-99.8236396324546,"Rent"
"248",Aug 2007,6.59166666666667,180234,1201.56,1035.07962227868,255.3315,1290.41112227868,-88.851122278684,"Rent"
"249",Sep 2007,6.396,179121,1194.14,1007.94901612668,253.75475,1261.70376612668,-67.5637661266844,"Rent"
"250",Oct 2007,6.384,177529,1183.52666666667,997.735682699591,251.499416666667,1249.23509936626,-65.7084326995907,"Rent"
"251",Nov 2007,6.208,175161,1167.74,966.344629383737,248.14475,1214.48937938374,-46.7493793837377,"Rent"
"252",Dec 2007,6.096,173337,1155.58,944.968833170257,245.56075,1190.52958317026,-34.9495831702566,"Rent"
"253",Jan 2008,5.82666666666667,171076,1140.50666666667,906.030578361964,242.357666666667,1148.38824502863,-7.8815783619641,"Rent"
"254",Feb 2008,5.87,169190,1127.93333333333,900.253932447642,239.685833333333,1139.93976578097,-12.0064324476416,"Rent"
"255",Mar 2008,6.024,167902,1119.34666666667,908.324569474228,237.861166666667,1146.18573614089,-26.8390694742279,"Rent"
"256",Apr 2008,5.904,167322,1115.48,893.588552795634,237.0395,1130.62805279563,-15.1480527956337,"Rent"
"257",May 2008,6.036,167020,1113.46666666667,904.71442387447,236.611666666667,1141.32609054114,-27.8594238744699,"Rent"
"258",Jun 2008,6.272,166536,1110.24,924.997364689537,235.926,1160.92336468954,-50.683364689537,"Rent"
"259",Jul 2008,6.43,165713,1104.75333333333,935.821682090977,234.760083333333,1170.58176542431,-65.8284320909765,"Rent"
"260",Aug 2008,6.486,164277,1095.18,933.147299329895,232.72575,1165.87304932989,-70.6930493298946,"Rent"
"261",Sep 2008,6.11,161912,1079.41333333333,884.001918609803,229.375333333333,1113.37725194314,-33.9639186098029,"Rent"
"262",Oct 2008,6.18166666666667,159162,1061.08,875.632662155162,225.4795,1101.11216215516,-40.0321621551616,"Rent"
"263",Nov 2008,6.162,156071,1040.47333333333,856.837204193256,221.100583333333,1077.93778752659,-37.4644541932557,"Rent"
"264",Dec 2008,5.4,152544,1016.96,770.92337803463,216.104,987.027378034629,29.9326219653705,"Own"
"265",Jan 2009,5.058,149361,995.74,726.394412047477,211.59475,937.989162047477,57.7508379525233,"Own"
"266",Feb 2009,5.124,147617,984.113333333334,723.29805762156,209.124083333333,932.422140954893,51.6911923784402,"Own"
"267",Mar 2009,5.016,146514,976.76,709.156931377176,207.5615,916.718431377176,60.0415686228239,"Own"
"268",Apr 2009,4.81666666666667,146942,979.613333333333,695.191296432339,208.167833333333,903.359129765672,76.2542035676609,"Own"
"269",May 2009,4.842,148169,987.793333333333,703.041639339371,209.906083333333,912.947722672704,74.8456106606291,"Own"
"270",Jun 2009,5.318,149796,998.64,750.149426852934,212.211,962.360426852934,36.279573147066,"Own"
"271",Jul 2009,5.255,150748,1004.98666666667,749.612653581172,213.559666666667,963.172320247839,41.8143464188279,"Own"
"272",Aug 2009,5.204,150668,1004.45333333333,744.936049319523,213.446333333333,958.382382652857,46.0709506804768,"Own"
"273",Sep 2009,5.074,149627,997.513333333333,729.009594295115,211.971583333333,940.981177628448,56.5321557048853,"Own"
"274",Oct 2009,4.952,148584,990.56,713.950150253026,210.494,924.444150253026,66.1158497469743,"Own"
"275",Nov 2009,4.906,147939,986.26,707.122271359678,209.58025,916.702521359678,69.5574786403217,"Own"
"276",Dec 2009,4.905,146664,977.76,700.947741833112,207.774,908.721741833112,69.0382581668883,"Own"
"277",Jan 2010,5.052,145003,966.686666666667,704.719970010172,205.420916666667,910.140886676839,56.545779989828,"Own"
"278",Feb 2010,4.988,143054,953.693333333333,690.206404426538,202.659833333333,892.866237759871,60.8270955734619,"Own"
"279",Mar 2010,4.984,143596,957.306666666667,692.505749611581,203.427666666667,895.933416278248,61.3732503884191,"Own"
"280",Apr 2010,5.098,145404,969.36,710.362805361817,205.989,916.351805361817,53.0081946381829,"Own"
"281",May 2010,4.922,147040,980.266666666667,704.113183421945,208.306666666667,912.419850088612,67.8468165780548,"Own"
"282",Jun 2010,4.746,147705,984.7,693.128806574155,209.24875,902.377556574155,82.3224434258447,"Own"
"283",Jul 2010,4.564,147566,983.773333333333,677.985521582466,209.051833333333,887.037354915799,96.7359784175343,"Own"
"284",Aug 2010,4.45,146430,976.2,663.835842972275,207.4425,871.278342972275,104.921657027725,"Own"
"285",Sep 2010,4.34833333333333,144611,964.073333333333,647.773804217989,204.865583333333,852.639387551323,111.433945782011,"Own"
"286",Oct 2010,4.244,143130,954.2,633.249813023794,202.7675,836.017313023794,118.182686976206,"Own"
"287",Nov 2010,4.286,141819,945.46,630.590734068188,200.91025,831.500984068188,113.959015931812,"Own"
"288",Dec 2010,4.66166666666667,140628,937.52,653.502042271039,199.223,852.725042271039,84.7949577289611,"Own"
"289",Jan 2011,4.776,139036,926.906666666667,654.712297972515,196.967666666667,851.679964639182,75.2267020274847,"Own"
"290",Feb 2011,4.922,137732,918.213333333333,659.541056712945,195.120333333333,854.661390046278,63.5519432870555,"Own"
"291",Mar 2011,4.855,137785,918.566666666667,654.748043501067,195.195416666667,849.943460167734,68.6232064989326,"Own"
"292",Apr 2011,4.844,139158,927.72,660.437445806194,197.1405,857.577945806194,70.1420541938058,"Own"
"293",May 2011,4.666,140693,937.953333333333,654.133221146959,199.315083333333,853.448304480292,84.5050288530413,"Own"
"294",Jun 2011,4.525,141945,946.3,649.192061201108,201.08875,850.280811201108,96.0191887988922,"Own"
"295",Jul 2011,4.538,142343,948.953333333333,652.003699591316,201.652583333333,853.656282924649,95.2970504086841,"Own"
"296",Aug 2011,4.326,141786,945.24,633.442276275656,200.8635,834.305776275656,110.934223724344,"Own"
"297",Sep 2011,4.106,140169,934.46,610.004057092324,198.57275,808.576807092324,125.883192907676,"Own"
"298",Oct 2011,4.056,138410,922.733333333333,598.740152255428,196.080833333333,794.820985588761,127.912347744572,"Own"
"299",Nov 2011,4.014,136666,911.106666666667,588.211132396973,193.610166666667,781.82129906364,129.285367603027,"Own"
"300",Dec 2011,3.958,135167,901.113333333333,577.835420939928,191.486583333333,769.322004273262,131.791329060072,"Own"
"301",Jan 2012,3.922,134168,894.453333333333,571.068002840269,190.071333333333,761.139336173602,133.313997159731,"Own"
"302",Feb 2012,3.908,133997,893.313333333333,569.371982071036,189.829083333333,759.201065404369,134.112267928964,"Own"
"303",Mar 2012,3.954,135865,905.766666666667,580.538148099391,192.475416666667,773.013564766057,132.753101900609,"Own"
"304",Apr 2012,3.926,138471,923.14,589.669164210778,196.16725,785.836414210778,137.303585789222,"Own"
"305",May 2012,3.81166666666667,141048,940.32,592.344571010344,199.818,792.162571010344,148.157428989656,"Own"
"306",Jun 2012,3.69,143169,954.46,592.355735708762,202.82275,795.178485708762,159.281514291238,"Own"
"307",Jul 2012,3.572,144283,961.886666666667,588.337140375751,204.400916666667,792.738057042418,169.148609624249,"Own"
"308",Aug 2012,3.58333333333333,144706,964.706666666667,590.890164100484,205.000166666667,795.89033076715,168.816335899517,"Own"
"309",Sep 2012,3.516,144357,962.38,584.565687914095,204.50575,789.071437914095,173.308562085905,"Own"
"310",Oct 2012,3.386,143967,959.78,573.614626528792,203.95325,777.567876528792,182.212123471208,"Own"
"311",Nov 2012,3.352,143959,959.726666666667,571.145316338352,203.941916666667,775.087233005019,184.639433661648,"Own"
"312",Dec 2012,3.34,143866,959.106666666667,569.917972265613,203.810166666667,773.72813893228,185.378527734387,"Own"
"313",Jan 2013,3.40333333333333,144310,962.066666666667,576.229067612714,204.439166666667,780.66823427938,181.398432387286,"Own"
"314",Feb 2013,3.532,145161,967.74,588.990142732988,205.64475,794.634892732988,173.105107267012,"Own"
"315",Mar 2013,3.554,147960,986.4,601.987089857526,209.61,811.597089857526,174.802910142475,"Own"
"316",Apr 2013,3.47,150968,1006.45333333333,607.849343429079,213.871333333333,821.720676762412,184.732656570921,"Own"
"317",May 2013,3.51333333333333,153859,1025.72666666667,622.837184567713,217.966916666667,840.80410123438,184.922565432287,"Own"
"318",Jun 2013,4.018,156427,1042.84666666667,673.587552777913,221.604916666667,895.19246944458,147.654197222088,"Own"
"319",Jul 2013,4.388,158286,1055.24,712.361539823365,224.2385,936.600039823365,118.639960176635,"Own"
"320",Aug 2013,4.456,159394,1062.62666666667,723.117753318215,225.808166666667,948.925919984882,113.700746681785,"Own"
"321",Sep 2013,4.494,159672,1064.48,727.618883852958,226.202,953.820883852958,110.659116147042,"Own"
"322",Oct 2013,4.21333333333333,159556,1063.70666666667,703.348583564864,226.037666666667,929.386250231531,134.320416435136,"Own"
"323",Nov 2013,4.224,159364,1062.42666666667,703.396163702478,225.765666666667,929.161830369144,133.264836297522,"Own"
"324",Dec 2013,4.424,159281,1061.87333333333,719.889006323263,225.648083333333,945.537089656596,116.336243676737,"Own"
"325",Jan 2014,4.44,159368,1062.45333333333,721.640367117238,225.771333333333,947.411700450572,115.041632882762,"Own"
"326",Feb 2014,4.306,159871,1065.80666666667,712.547345883709,226.483916666667,939.031262550376,126.775404116291,"Own"
"327",Mar 2014,4.348,161188,1074.58666666667,722.000718955962,228.349666666667,950.350385622629,124.236281044038,"Own"
"328",Apr 2014,4.35,162968,1086.45333333333,730.146530118459,230.871333333333,961.017863451792,125.435469881541,"Own"
"329",May 2014,4.192,164683,1097.88666666667,724.103451734898,233.300916666667,957.404368401564,140.482298265102,"Own"
"330",Jun 2014,4.154,166212,1108.08,727.51406836512,235.467,962.981068365121,145.09893163488,"Own"
"331",Jul 2014,4.13166666666667,167136,1114.24,729.604505084451,236.776,966.380505084451,147.859494915549,"Own"
"332",Aug 2014,4.116,167451,1116.34,729.607930512073,237.22225,966.830180512073,149.509819487927,"Own"
"333",Sep 2014,4.15,167241,1114.94,731.667652254728,236.92475,968.592402254728,146.347597745272,"Own"
"334",Oct 2014,4.06333333333333,166910,1112.73333333333,722.664173552686,236.455833333333,959.120006886019,153.613326447314,"Own"
"335",Nov 2014,3.994,166657,1111.04666666667,715.562673990298,236.097416666667,951.660090656964,159.386576009702,"Own"
"336",Dec 2014,3.88166666666667,166459,1109.72666666667,705.048155490404,235.816916666667,940.865072157071,168.861594509596,"Own"
"337",Jan 2015,3.71,166249,1108.32666666667,689.54082808203,235.519416666667,925.060244748697,183.26642191797,"Own"
"338",Feb 2015,3.7,166630,1110.86666666667,690.272583680434,236.059166666667,926.331750347101,184.534916319565,"Own"
"339",Mar 2015,3.776,168088,1120.58666666667,702.831312243712,238.124666666667,940.955978910379,179.630687756288,"Own"
"340",Apr 2015,3.675,169969,1133.12666666667,701.943263454999,240.789416666667,942.732680121666,190.393986545001,"Own"
"341",May 2015,3.808,171850,1145.66666666667,721.37748055798,243.454166666667,964.831647224646,180.835019442021,"Own"
"342",Jun 2015,3.96,173450,1156.33333333333,741.673785195699,245.720833333333,987.394618529032,168.938714804301,"Own"
"343",Jul 2015,4.04166666666667,174496,1163.30666666667,753.540903198869,247.202666666667,1000.74356986554,162.563096801131,"Own"
"344",Aug 2015,3.92,174938,1166.25333333333,744.419371572434,247.828833333333,992.248204905768,174.005128427566,"Own"
"345",Sep 2015,3.88,175044,1166.96,741.260251511201,247.979,989.239251511201,177.720748488799,"Own"
"346",Oct 2015,3.796,175049,1166.99333333333,733.729623570531,247.986083333333,981.715706903864,185.277626429469,"Own"
"347",Nov 2015,3.906,175141,1167.60666666667,744.017899565978,248.116416666667,992.134316232645,175.472350434022,"Own"
"348",Dec 2015,3.96166666666667,175114,1167.42666666667,748.940126820443,248.078166666667,997.018293487109,170.408373179558,"Own"
"349",Jan 2016,3.9,175034,1166.89333333333,743.021752239993,247.964833333333,990.986585573327,175.906747760007,"Own"
"350",Feb 2016,3.686,175279,1168.52666666667,724.852894209988,248.311916666667,973.164810876654,195.361855790012,"Own"
"351",Mar 2016,3.68166666666667,176600,1177.33333333333,729.926643706405,250.183333333333,980.109977039739,197.223356293595,"Own"
"352",Apr 2016,3.626,178494,1189.96,732.712210481811,252.8665,985.578710481811,204.381289518189,"Own"
"353",May 2016,3.612,180343,1202.28666666667,739.023841259316,255.485916666667,994.509757925983,207.776908740684,"Own"
"354",Jun 2016,3.58,181914,1212.76,742.51842315654,257.7115,1000.22992315654,212.53007684346,"Own"
"355",Jul 2016,3.448,183016,1220.10666666667,734.868408725828,259.272666666667,994.141075392494,225.965591274173,"Own"
"356",Aug 2016,3.444,183654,1224.36,737.062452818418,260.1765,997.238952818418,227.121047181583,"Own"
"357",Sep 2016,3.46,183944,1226.29333333333,739.70016042959,260.587333333333,1000.28749376292,226.00583957041,"Own"
"358",Oct 2016,3.46,184018,1226.78666666667,739.997739105012,260.692166666667,1000.68990577168,226.096760894988,"Own"
"359",Nov 2016,3.71,184231,1228.20666666667,764.123671711592,260.993916666667,1025.11758837826,203.089078288408,"Own"
"360",Dec 2016,4.198,184403,1229.35333333333,811.392385840415,261.237583333333,1072.62996917375,156.723364159585,"Own"
"361",Jan 2017,4.184,184654,1231.02666666667,811.139592787094,261.593166666667,1072.73275945376,158.293907212906,"Own"
"362",Feb 2017,4.172,185020,1233.46666666667,811.582626543169,262.111666666667,1073.69429320984,159.772373456831,"Own"
"363",Mar 2017,4.19,186529,1243.52666666667,819.963435162528,264.249416666667,1084.2128518292,159.313814837472,"Own"
"364",Apr 2017,4.064,188543,1256.95333333333,816.393266108888,267.102583333333,1083.49584944222,173.457483891112,"Own"
"365",May 2017,4.014,190540,1270.26666666667,820.085091880345,269.931666666667,1090.01675854701,180.249908119655,"Own"
"366",Jun 2017,3.904,192267,1281.78,816.572666011498,272.37825,1088.9509160115,192.829083988502,"Own"
"367",Jul 2017,3.95,193512,1290.08,826.45784632074,274.142,1100.59984632074,189.48015367926,"Own"
"368",Aug 2017,3.88666666666667,194347,1295.64666666667,823.67016805473,275.324916666667,1098.9950847214,196.65158194527,"Own"
"369",Sep 2017,3.808,194818,1298.78666666667,817.790619769243,275.992166666667,1093.78278643591,205.003880230757,"Own"
"370",Oct 2017,3.882,195085,1300.56666666667,826.328971440334,276.370416666667,1102.699388107,197.867278559666,"Own"
"371",Nov 2017,3.925,195452,1303.01333333333,832.217867044414,276.890333333333,1109.10820037775,193.905132955586,"Own"
"372",Dec 2017,3.94,195848,1305.65333333333,835.421832962652,277.451333333333,1112.87316629598,192.780167037348,"Own"
"373",Jan 2018,4.024,196114,1307.42666666667,845.094380801084,277.828166666667,1122.92254746775,184.504119198916,"Own"
"374",Feb 2018,4.33,196901,1312.67333333333,880.090641697824,278.943083333333,1159.03372503116,153.639608302175,"Own"
"375",Mar 2018,4.444,198570,1323.8,899.575758943974,281.3075,1180.88325894397,142.916741056026,"Own"
"376",Apr 2018,4.462,200615,1337.43333333333,910.765912301678,284.204583333333,1194.97049563501,142.462837698323,"Own"
"377",May 2018,4.585,202453,1349.68666666667,932.444826834942,286.808416666667,1219.25324350161,130.433423165058,"Own"
"378",Jun 2018,4.568,204043,1360.28666666667,937.904755418567,289.060916666667,1226.96567208523,133.320994581433,"Own"
"379",Jul 2018,4.532,204950,1366.33333333333,938.116826881214,290.345833333333,1228.46266021455,137.870673118786,"Own"
"380",Aug 2018,4.54833333333333,205327,1368.84666666667,941.640072575044,290.879916666667,1232.51998924171,136.326677424956,"Own"
"381",Sep 2018,4.606,205373,1369.15333333333,948.212700587097,290.945083333333,1239.15778392043,129.995549412903,"Own"
"382",Oct 2018,4.808,205368,1369.12,970.639240588476,290.938,1261.57724058848,107.542759411524,"Own"
"383",Nov 2018,4.866,205105,1367.36666666667,975.88112138044,290.565416666667,1266.44653804711,100.92012861956,"Own"
"384",Dec 2018,4.672,204697,1364.64666666667,952.374442403816,289.987416666667,1242.36185907048,122.284807596184,"Own"
"385",Jan 2019,4.47833333333333,204203,1361.35333333333,928.835448841091,289.287583333333,1218.12303217442,143.230301158909,"Own"
"386",Feb 2019,4.388,204432,1362.88,920.040270833618,289.612,1209.65227083362,153.227729166382,"Own"
"387",Mar 2019,4.282,205781,1371.87333333333,914.559826665428,291.523083333333,1206.08290999876,165.790423334572,"Own"
"388",Apr 2019,4.126,207694,1384.62666666667,906.038178642969,294.233166666667,1200.27134530964,184.355321357032,"Own"
"389",May 2019,4.09333333333333,209358,1395.72,909.724461574742,296.5905,1206.31496157474,189.405038425258,"Own"
"390",Jun 2019,3.84,210593,1403.95333333333,887.467532027447,298.340083333333,1185.80761536078,218.145717972552,"Own"
"391",Jul 2019,3.758,211344,1408.96,881.75399376864,299.404,1181.15799376864,227.80200623136,"Own"
"392",Aug 2019,3.616,211703,1411.35333333333,867.961985122572,299.912583333333,1167.87456845591,243.478764877428,"Own"
"393",Sep 2019,3.6,211881,1412.54,866.976403059536,300.16475,1167.14115305954,245.398846940464,"Own"
"394",Oct 2019,3.68,211974,1413.16,875.955550282668,300.2965,1176.25205028267,236.907949717332,"Own"
"395",Nov 2019,3.712,212112,1414.08,879.980096079388,300.492,1180.47209607939,233.607903920612,"Own"
"396",Dec 2019,3.712,212243,1414.95333333333,880.523570246745,300.677583333333,1181.20115358008,233.752179753255,"Own"
"397",Jan 2020,3.64333333333333,212404,1416.02666666667,873.777846732413,300.905666666667,1174.68351339908,241.343153267587,"Own"
"398",Feb 2020,3.474,213224,1421.49333333333,858.941200427017,302.067333333333,1161.00853376035,260.484799572983,"Own"
"399",Mar 2020,3.45,215200,1434.66666666667,864.313065648277,304.866666666667,1169.17973231494,265.486934351723,"Own"
"400",Apr 2020,3.33833333333333,217245,1448.3,860.425272562332,307.76375,1168.18902256233,280.110977437668,"Own"
"401",May 2020,3.232,218493,1456.62,853.864359412336,309.53175,1163.39610941234,293.223890587664,"Own"
"402",Jun 2020,3.16,219820,1465.46666666667,851.261541046972,311.411666666667,1162.67320771364,302.793458953028,"Own"
"403",Jul 2020,3.035,221578,1477.18666666667,844.532610220422,313.902166666667,1158.43477688709,318.751889779578,"Own"
"404",Aug 2020,2.946,224059,1493.72666666667,844.316031208449,317.416916666667,1161.73294787512,331.993718791551,"Own"
"405",Sep 2020,2.894,226812,1512.08,848.997878522864,321.317,1170.31487852286,341.765121477136,"Own"
"406",Oct 2020,2.834,229824,1532.16,853.643953329645,325.584,1179.22795332964,352.932046670355,"Own"
"407",Nov 2020,2.774,232330,1548.86666666667,856.280521167757,329.134166666667,1185.41468783442,363.451978832243,"Own"
"408",Dec 2020,2.69,234381,1562.54,854.466567823885,332.03975,1186.50631782388,376.033682176115,"Own"
"409",Jan 2021,2.722,236456,1576.37333333333,865.626712930034,334.979333333333,1200.60604626337,375.767287069966,"Own"
"410",Feb 2021,2.794,239238,1594.92,884.027439720946,338.9205,1222.94793972095,371.972060279054,"Own"
"411",Mar 2021,3.06,244234,1628.22666666667,933.858451376521,345.998166666667,1279.85661804319,348.370048623479,"Own"
"412",Apr 2021,3.06,249841,1665.60666666667,955.297498916454,353.941416666667,1309.23891558312,356.367751083546,"Own"
"413",May 2021,2.966,255465,1703.1,965.134742460958,361.90875,1327.04349246096,376.056507539042,"Own"
"414",Jun 2021,2.97,261188,1741.25333333333,987.261927474459,370.016333333333,1357.27826080779,383.975072525541,"Own"
"415",Jul 2021,2.868,265524,1770.16,990.581271985438,376.159,1366.74027198544,403.419728014562,"Own"
"416",Aug 2021,2.834,268800,1792,998.413980502508,380.8,1379.21398050251,412.786019497492,"Own"
"417",Sep 2021,2.895,271455,1809.7,1016.23538316806,384.56125,1400.79663316806,408.903366831942,"Own"
"418",Oct 2021,3.056,273667,1824.44666666667,1045.86558358024,387.694916666667,1433.5605002469,390.886166419765,"Own"
"419",Nov 2021,3.082,276038,1840.25333333333,1058.42746360252,391.053833333333,1449.48129693586,390.772036397476,"Own"
"420",Dec 2021,3.09833333333333,278615,1857.43333333333,1070.53158652853,394.704583333333,1465.23616986186,392.19716347147,"Own"
"421",Jan 2022,3.378,281990,1879.93333333333,1122.42188673728,399.485833333333,1521.90772007062,358.025613262717,"Own"
"422",Feb 2022,3.72,287224,1914.82666666667,1192.76496943025,406.900666666667,1599.66563609692,315.161030569747,"Own"
"423",Mar 2022,4.125,295044,1966.96,1286.93696107627,417.979,1704.91596107627,262.044038923731,"Own"
"424",Apr 2022,4.92,301696,2011.30666666667,1444.36575232735,427.402666666667,1871.76841899401,139.538247672653,"Own"
"425",May 2022,5.204,306473,2043.15333333333,1515.2705673607,434.170083333333,1949.44065069404,93.7126826392982,"Own"
"426",Jun 2022,5.45166666666667,308268,2055.12,1566.87751679702,436.713,2003.59051679702,51.5294832029781,"Own"
"427",Jul 2022,5.47,307105,2047.36666666667,1564.13910937529,435.065416666667,1999.20452604195,48.1621406247145,"Own"
"428",Aug 2022,5.238,303659,2024.39333333333,1507.10399392959,430.183583333333,1937.28757726292,87.1057560704094,"Own"
"429",Sep 2022,6.112,300478,2003.18666666667,1640.88963368231,425.677166666667,2066.56680034898,-63.3801336823133,"Rent"
"430",Oct 2022,6.86,298704,1991.36,1763.35175596658,423.164,2186.51575596658,-195.155755966582,"Rent"
"431",Nov 2022,6.86,296898,1979.32,1752.69032099659,420.6055,2173.29582099659,-193.975820996592,"Rent"
"432",Dec 2022,6.364,294390,1962.6,1651.04382461319,417.0525,2068.09632461319,-105.496324613187,"Rent"
"433",Jan 2023,6.302,292820,1952.13333333333,1631.5721007838,414.828333333333,2046.40043411714,-94.2671007838028,"Rent"
"434",Feb 2023,6.232,293435,1956.23333333333,1622.96636288065,415.699583333333,2038.66594621398,-82.4326128806456,"Rent"
"435",Mar 2023,6.53666666666667,297305,1982.03333333333,1697.71025889511,421.182083333333,2118.89234222844,-136.859008895111,"Rent"
"436",Apr 2023,6.338,301481,2009.87333333333,1686.20356952795,427.098083333333,2113.30165286128,-103.428319527949,"Rent"
"437",May 2023,6.426,305358,2035.72,1723.71034842948,432.5905,2156.30084842948,-120.580848429482,"Rent"
"438",Jun 2023,6.714,308280,2055.2,1792.91398500544,436.73,2229.64398500544,-174.443985005444,"Rent"
"439",Jul 2023,6.814,310149,2067.66,1822.34935284528,439.37775,2261.72710284528,-194.067102845281,"Rent"
"440",Aug 2023,7.02833333333333,311522,2076.81333333333,1870.64535838751,441.322833333333,2311.96819172084,-235.154858387511,"Rent"
"441",Sep 2023,7.196,312431,2082.87333333333,1907.90896643234,442.610583333333,2350.51954976567,-267.646216432335,"Rent"
"442",Oct 2023,7.558,312708,2084.72,1979.03924157318,443.003,2422.04224157318,-337.322241573178,"Rent"
"443",Nov 2023,7.5,312146,2080.97333333333,1964.31310788043,442.206833333333,2406.51994121377,-325.546607880435,"Rent"
"444",Dec 2023,6.815,312146,2080.97333333333,1834.27041494143,442.206833333333,2276.47724827476,-195.503914941431,"Rent"
"445",Jan 2024,6.6425,312146,2080.97333333333,1802.0864752996,442.206833333333,2244.29330863293,-163.3199752996,"Rent"
"446",Feb 2024,6.68,312146,2080.97333333333,1809.06306532324,442.206833333333,2251.26989865658,-170.296565323244,"Rent"
